# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
1

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,PropGeom,0,BNRIVEPAOP,0,0,1,6.123233995736766036e-17, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 6.123233995736766036e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,50,25
# x,y,z,u,w
-5.168277094136441248e-04, 5.276535081469385657e-01, 9.452792128065261312e-03, 1.102040816326530726e+00, 3.000000000000000000e+00
2.029871889386356681e-02, 5.276535081469385657e-01, 5.510202202655110210e-03, 1.102040816326530726e+00, 3.305068469060736369e+00
3.768988004320570490e-02, 5.276535081469385657e-01, 1.237404371972926527e-03, 1.102040816326530726e+00, 3.562909806680132796e+00
5.035422620349325890e-02, 5.276535081469385657e-01, -2.140916941945162147e-03, 1.102040816326530726e+00, 3.751621091438194000e+00
5.867220159037833671e-02, 5.276535081469384547e-01, -4.390758958168722130e-03, 1.102040816326530726e+00, 3.875680585274343670e+00
6.380211189023979323e-02, 5.276535081469385657e-01, -5.603525883113818010e-03, 1.102040816326530726e+00, 3.951584046726686061e+00
6.681818429813610183e-02, 5.276535081469385657e-01, -6.352873183363853815e-03, 1.102040816326530726e+00, 4.000000000000000000e+00
6.683955977279190663e-02, 5.506550784163266599e-01, -6.123884092648699054e-03, 1.122448979591836871e+00, 0.000000000000000000e+00
6.381797747948257660e-02, 5.506550784163266599e-01, -6.596552025655066931e-03, 1.122448979591836871e+00, 4.841595327331393861e-02
5.866760767107002950e-02, 5.506550784163266599e-01, -6.771328542686523393e-03, 1.122448979591836871e+00, 1.243194147256564686e-01
5.024335497135561102e-02, 5.506550784163266599e-01, -6.795893209785318356e-03, 1.122448979591836871e+00, 2.483789085618058612e-01
3.743405378084709717e-02, 5.506550784163266599e-01, -6.432145526639792762e-03, 1.122448979591836871e+00, 4.370901933198670375e-01
1.994696513175634248e-02, 5.506550784163266599e-01, -5.564357178977966806e-03, 1.122448979591836871e+00, 6.949315309392636308e-01
-7.146774263353408794e-04, 5.506550784163266599e-01, -4.069435238222250673e-03, 1.122448979591836871e+00, 1.000000000000000000e+00
-2.134453488373432711e-02, 5.506550784163266599e-01, -2.186315980977972771e-03, 1.122448979591836871e+00, 1.305068469060736591e+00
-3.874352654608924362e-02, 5.506550784163266599e-01, -2.291224282994045207e-04, 1.122448979591836871e+00, 1.562909806680132796e+00
-5.143961099592170294e-02, 5.506550784163266599e-01, 1.507212902443644080e-03, 1.122448979591836871e+00, 1.751621091438194222e+00
-5.973727186692739943e-02, 5.506550784163266599e-01, 2.957286644337303073e-03, 1.122448979591836871e+00, 1.875680585274343448e+00
-6.473928150576324647e-02, 5.506550784163266599e-01, 4.191774536487980450e-03, 1.122448979591836871e+00, 1.951584046726686061e+00
-6.683955977279190663e-02, 5.506550784163266599e-01, 6.123884092648699054e-03, 1.122448979591836871e+00, 2.000000000000000000e+00
-6.539908594324692070e-02, 5.506550784163267709e-01, 8.778956112514876842e-03, 1.122448979591836871e+00, 2.048415953273313939e+00
-6.090057499138928909e-02, 5.506550784163266599e-01, 1.146599742114841336e-02, 1.122448979591836871e+00, 2.124319414725656774e+00
-5.252379413447061385e-02, 5.506550784163266599e-01, 1.335764415114930846e-02, 1.122448979591836871e+00, 2.248378908561805556e+00
-3.942593383935966839e-02, 5.506550784163266599e-01, 1.346932275984931426e-02, 1.122448979591836871e+00, 2.437090193319866760e+00
-2.157140347234483280e-02, 5.506550784163266599e-01, 1.209049972484558394e-02, 1.122448979591836871e+00, 2.694931530939263631e+00
-5.492145619833002992e-04, 5.506550784163266599e-01, 9.450965530860357816e-03, 1.122448979591836871e+00, 3.000000000000000000e+00
2.027971898303397927e-02, 5.506550784163266599e-01, 5.579723035578194011e-03, 1.122448979591836871e+00, 3.305068469060736369e+00
3.768541864986735268e-02, 5.506550784163266599e-01, 1.366540967502369308e-03, 1.122448979591836871e+00, 3.562909806680132796e+00
5.036126618570199720e-02, 5.506550784163266599e-01, -1.968366222418123455e-03, 1.122448979591836871e+00, 3.751621091438194000e+00
5.868690176205319103e-02, 5.506550784163266599e-01, -4.189693544233128591e-03, 1.122448979591836871e+00, 3.875680585274343670e+00
6.382093745489780812e-02, 5.506550784163266599e-01, -5.384875747511863944e-03, 1.122448979591836871e+00, 3.951584046726686061e+00
6.683955977279190663e-02, 5.506550784163266599e-01, -6.123884092648699054e-03, 1.122448979591836871e+00, 4.000000000000000000e+00
6.686014997787899372e-02, 5.736566486857140879e-01, -5.894823074969636825e-03, 1.142857142857142794e+00, 0.000000000000000000e+00
6.384020505168337689e-02, 5.736566486857140879e-01, -6.377841631741860626e-03, 1.142857142857142794e+00, 4.841595327331393861e-02
5.869046441253354673e-02, 5.736566486857140879e-01, -6.570264789535508292e-03, 1.142857142857142794e+00, 1.243194147256564686e-01
5.026634544383543762e-02, 5.736566486857140879e-01, -6.623694894236874936e-03, 1.142857142857142794e+00, 2.483789085618058612e-01
3.745587323387816747e-02, 5.736566486857140879e-01, -6.303840244159494496e-03, 1.142857142857142794e+00, 4.370901933198670375e-01
1.996591399437865760e-02, 5.736566486857140879e-01, -5.495976276339823059e-03, 1.142857142857142794e+00, 6.949315309392636308e-01
-7.007293471008202868e-04, 5.736566486857140879e-01, -4.071859988006495783e-03, 1.142857142857142794e+00, 1.000000000000000000e+00
-2.133691793090427072e-02, 5.736566486857140879e-01, -2.259439772904286384e-03, 1.142857142857142794e+00, 1.305068469060736591e+00
